lat,lng
48.4565745588299,-5.088856115301341
48.397297481379525,-4.956781637814168
48.03805041236693,-4.854028771080817
48.35470076931587,-4.777731877992547
48.50433804018768,-4.771619784305975
48.45420246575456,-4.754270395748871
48.03721814578295,-4.677613741696569
48.350618362312616,-4.722711567761938
48.40750883011894,-4.7161736109328105
48.528751755521526,-4.660596652722694
48.35927170866489,-4.632848317346042
48.38189027371682,-4.621458999320931
48.42864000502851,-4.627879842901475
48.38826760521155,-4.620961122333532
48.44749286754812,-4.618221914669326
48.3779786785026,-4.6027639002634135
48.27298845182042,-4.585258393455487
48.17003081816251,-4.552764714222969
48.377810334171066,-4.575550428488787
48.02008937364414,-4.522602806079979
48.360655509622376,-4.571038765387795
48.42982671476442,-4.571569238752389
48.01615232563416,-4.50262674609969
48.42741789291296,-4.555672269040568
48.37376264046616,-4.544591787908404
48.469759863013856,-4.558209284014644
48.41834725798996,-4.546136591209191
48.227081040339385,-4.517234539206713
48.587745750444896,-4.567601391410825
48.38312320383722,-4.5375535236320665
48.37807013194963,-4.532323165484336
48.03278024592943,-4.481039992416079
48.38461989654117,-4.524987419421742
48.3973110753764,-4.521543411327385
48.245193091075,-4.492841196839451
48.40817781789183,-4.513668852908639
48.38280260183032,-4.509938063552966
48.38817441076518,-4.507464506873177
48.43950381905197,-4.514481518660306
48.404485630153495,-4.50734394168984
48.3922214681799,-4.5053571875437965
48.38692722850721,-4.503052612646769
48.56585651425653,-4.527301836037755
48.27139051844328,-4.48508198907465
48.38555278200612,-4.499219740462875
48.41179151431417,-4.501874552299347
48.57875935670069,-4.520908418291879
48.384865195828375,-4.492676759601619
48.40377243150751,-4.492800520441367
48.3903111808162,-4.4888822313289225
48.39635875009135,-4.4895696713075415
47.98620547239945,-4.427899109949993
48.53838679178292,-4.505615703254542
48.424457158610224,-4.489254599943669
48.49962569001485,-4.499959857430783
48.3885697284537,-4.483273965674725
48.39309170618503,-4.483078058249086
48.39917413146819,-4.482643432979409
48.396441060790735,-4.4812762850896455
48.393279767199154,-4.479821051574646
48.41596684883543,-4.48061546644197
48.39547795482255,-4.475357977762594
48.4089128062561,-4.477124737002918
48.390572341878745,-4.472189073393095
48.28137673896356,-4.454697560990373
48.057810607826056,-4.420772214192692
48.45741735320254,-4.4773526545941165
48.40387167010385,-4.468235205086474
48.44757092214645,-4.473719202462348
48.60663214420323,-4.495683640452803
48.39558190132224,-4.461124302783756
48.41506744569892,-4.463097404485385
48.419807822562944,-4.459292378709941
48.40598427837041,-4.456239436021039
48.42930032165363,-4.458226828074669
48.392537927592834,-4.447773472036582
48.40124717823189,-4.447952233656386
47.80566789277085,-4.360857539755797
48.45705290236379,-4.451895132681866
48.42851365986898,-4.442594957720659
47.82436377487562,-4.3563659118444855
48.40500109980383,-4.435402193837376
47.81320390401493,-4.345384025133125
48.53105935370182,-4.444701187728833
48.49854392881036,-4.438293625028768
48.39902721734239,-4.4218939161731
48.42235817611214,-4.424791004068951
48.41197455387811,-4.415298178704073
48.43870685693628,-4.417411743019734
48.504177420599774,-4.42266883047043
48.39758790891322,-4.406804273275903
47.96051111295103,-4.343048133014073
48.43429846851092,-4.401375404953513
47.9986417089613,-4.334988000290875
48.40993845103257,-4.387335572757679
48.08966680108887,-4.340549286779105
48.08097872831339,-4.335820330018486
48.37562243117718,-4.374839210391836
48.22757757349739,-4.346442599520291
48.097728036736015,-4.326938598751261
48.08620252198149,-4.324663429860272
48.38539697331598,-4.365605305704559
47.7954372321894,-4.2833640876568095
47.8063913479894,-4.276844980785048
47.83370918859151,-4.279399793826693
48.45806093561362,-4.359673316010541
48.08565742597408,-4.299001035684393
47.91364202754647,-4.269809341382758
48.65334702346497,-4.370015296055716
47.86075002973698,-4.242582421734341
48.57297591994254,-4.335479929230776
48.38254767976056,-4.307569572886618
47.80484095063521,-4.22608144624066
47.99542780682744,-4.247102210842619
48.57902636945482,-4.326308613478972
48.32947405577221,-4.287811301156494
47.87725803740573,-4.224661753799983
47.86337585231209,-4.22232579457226
48.56258418457814,-4.3186954003734375
48.53377423167179,-4.302569915191667
47.81061497161911,-4.191515232015477
48.42637061135008,-4.269113483855676
48.444956806875965,-4.265255814491688
48.129782979857566,-4.218653537810788
48.465557779133874,-4.264921619419759
48.36467351553917,-4.246424147456385
47.98425079096817,-4.193046154888603
47.826897527205375,-4.171553077147435
48.48331285338838,-4.25972135727235
47.88215371727131,-4.166190869725905
48.4441765911929,-4.235667501180727
47.95948047318068,-4.166348524988129
48.06664580570176,-4.17914590600855
48.31730545639049,-4.212891257749324
47.94319628418177,-4.147559838865881
47.8765771907422,-4.13350780959756
47.97239361359897,-4.1337437258341625
48.62024409478517,-4.219291002174445
47.99650765203816,-4.133349989733691
48.02752451788184,-4.132958609163864
47.985826092897526,-4.125784519853134
47.87772986000389,-4.109511880365132
48.18592263545079,-4.147711946401272
47.990267348758096,-4.115883829854738
48.27396344101922,-4.153118808737823
48.50195272558155,-4.180515073995343
47.99600160470326,-4.109830546571532
48.00777970244704,-4.110351464994448
47.99090654843023,-4.105039759952569
47.981655727322575,-4.102921813346267
47.99571899301707,-4.099426896608912
47.9676516942066,-4.094838388450827
48.54487467836194,-4.173104853932828
47.974114239605896,-4.094655878105129
48.66169313948442,-4.187122710061423
