2G,3G,4G,Operateur,result_city
0,1,1,Orange,Ham
1,1,1,SFR,Ham
1,1,1,Bouygues,Ham
0,1,1,Free,Ham
1,1,1,Orange,Bousbecque
1,1,1,SFR,Bousbecque
0,1,1,Free,Bousbecque
0,1,1,Orange,Avelin
0,0,0,Orange,Coulommiers
0,0,1,Orange,Coulommiers
0,1,0,SFR,Coulommiers
0,1,1,Orange,Châteaugay
0,1,0,SFR,Douai
1,0,0,Orange,Saint-Nazaire-de-Ladarez
1,1,0,Orange,Courtieux
1,1,0,SFR,Courtieux
1,1,0,Bouygues,Courtieux
0,1,0,Free,Courtieux
1,1,1,Orange,Lesquin
1,1,1,SFR,Lesquin
1,1,0,Bouygues,Faches-Thumesnil
1,1,0,Bouygues,Lesquin
0,1,1,Free,Lesquin
1,1,1,Orange,Fourchambault
1,1,1,SFR,Fourchambault
1,1,1,Bouygues,Fourchambault
0,1,1,Orange,Millau
1,1,1,SFR,Millau
1,1,1,Bouygues,Millau
1,1,1,Orange,Bab?uf
1,1,1,SFR,Bab?uf
1,1,1,Bouygues,Bab?uf
0,1,1,Free,Bab?uf
1,1,1,Orange,Coulommiers
0,0,1,Orange,Raimbeaucourt
1,1,1,Orange,Raimbeaucourt
1,1,0,Orange,Villers-Cotteręts
0,1,0,Free,Villers-Cotteręts
1,1,0,SFR,Bondues
1,1,1,Bouygues,Bondues
0,1,1,Free,Bondues
1,1,0,Orange,Raimbeaucourt
1,1,1,SFR,Raimbeaucourt
1,1,1,Orange,Romagnat
1,0,0,Orange,Verričres
1,0,0,Bouygues,Verričres
1,0,0,Orange,Jouarre
1,1,0,Bouygues,Jouarre
0,1,1,Free,Jouarre
1,1,0,SFR,Clermont-Ferrand
0,1,1,Orange,Sin-le-Noble
1,1,1,SFR,Sin-le-Noble
1,1,1,Bouygues,Sin-le-Noble
0,1,0,Free,Sin-le-Noble
1,1,1,Orange,Beaumont
1,1,1,Bouygues,Beaumont
1,1,0,Orange,Marzy
1,1,1,SFR,Marzy
1,1,1,Bouygues,Marzy
1,1,0,Orange,Narcy
1,1,0,SFR,Narcy
0,1,0,Free,Narcy
1,1,0,Orange,Mons-en-Pévčle
1,1,1,SFR,Beaumont
0,1,1,Free,Beaumont
0,1,0,Free,Clermont-Ferrand
0,1,0,Free,Beaumont
0,1,0,Orange,Roost-Warendin
0,1,1,Orange,Villers-Cotteręts
1,0,0,Bouygues,Villers-Cotteręts
1,0,0,Orange,Vivičres
1,1,1,Orange,Mons-en-Bar?ul
1,1,1,SFR,Mons-en-Bar?ul
1,1,1,Bouygues,Mons-en-Bar?ul
0,1,0,Free,Flers-en-Escrebieux
1,1,0,Orange,Ferričres-Saint-Mary
1,1,0,SFR,Ferričres-Saint-Mary
0,1,0,Free,Ferričres-Saint-Mary
1,1,1,Orange,Misy-sur-Yonne
1,1,1,SFR,Misy-sur-Yonne
1,1,1,Bouygues,Misy-sur-Yonne
1,1,0,SFR,Ronchin
1,1,0,Orange,Gurcy-le-Châtel
1,1,0,Orange,Coulommiers
1,1,1,SFR,Coulommiers
1,1,1,Bouygues,Coulommiers
0,1,1,Free,Coulommiers
1,1,0,Orange,Lamalou-les-Bains
0,1,1,Free,Lamalou-les-Bains
1,1,1,Orange,Ennevelin
1,1,1,Orange,Waziers
1,1,1,SFR,Waziers
1,1,1,Orange,Rampillon
0,1,1,Free,Rampillon
0,1,1,Orange,Lesquin
1,1,1,Orange,Sin-le-Noble
0,1,1,Free,Sin-le-Noble
0,1,1,Orange,Mons-en-Bar?ul
0,1,1,Free,Mons-en-Bar?ul
1,1,1,Orange,Gruissan
0,1,0,Orange,Gruissan
1,1,1,SFR,Gruissan
1,1,1,Bouygues,Gruissan
0,1,1,Free,Gruissan
0,1,1,Orange,Garchizy
1,1,1,Orange,Collioure
1,1,0,SFR,Collioure
1,1,0,Orange,Sommette-Eaucourt
0,1,1,Free,Sommette-Eaucourt
1,1,1,SFR,Romagnat
1,0,0,Orange,Champs
1,1,1,SFR,Champs
1,1,1,Bouygues,Champs
0,1,1,Free,Champs
0,1,0,Orange,Riom
1,1,0,SFR,Riom
0,1,0,Orange,Waziers
0,1,1,Orange,Lezennes
0,0,1,Orange,Sin-le-Noble
1,1,1,Orange,Vendrest
1,1,0,SFR,Vendrest
1,0,0,Bouygues,Vendrest
1,1,0,Orange,Salles-d'Aude
1,1,1,Orange,Aubičre
1,1,0,SFR,Lesquin
1,1,1,Bouygues,Lesquin
1,1,1,Orange,Charny Orée de Puisaye
0,1,0,Free,Charny Orée de Puisaye
1,1,0,SFR,Villers-Cotteręts
1,1,0,Bouygues,Villers-Cotteręts
1,1,1,SFR,Bondues
1,1,0,Orange,Bitry
1,1,1,Orange,Riom
1,1,1,Orange,Chanonat
1,1,0,Orange,Marolles
1,1,1,SFR,Marolles
0,1,1,Free,Marolles
1,1,0,Orange,Châteaubleau
0,1,1,Free,Châteaubleau
1,1,0,Orange,Lezennes
1,1,0,SFR,Lezennes
1,1,1,Bouygues,Lezennes
1,0,0,Bouygues,Marcq-en-Bar?ul
1,1,1,Orange,Graincourt-lčs-Havrincourt
1,0,0,Orange,Sévérac d'Aveyron
1,1,1,Orange,Halluin
1,1,1,SFR,Halluin
1,1,1,Bouygues,Halluin
1,0,0,Orange,Combronde
0,1,1,Free,Combronde
0,1,1,Orange,Wasquehal
1,1,1,Orange,Wasquehal
0,1,0,Orange,Douai
1,1,0,Orange,Amillis
1,1,1,Orange,Pougues-les-Eaux
1,1,1,SFR,Pougues-les-Eaux
1,1,1,Bouygues,Pougues-les-Eaux
1,1,0,SFR,Millau
0,1,1,Free,Millau
1,1,0,Orange,Saint-Flour
1,1,0,Orange,Wasquehal
1,1,1,SFR,Wasquehal
1,1,1,Bouygues,Wasquehal
0,1,1,Free,Wasquehal
1,1,1,Orange,Roncq
1,1,0,SFR,Roncq
1,1,1,Bouygues,Roncq
0,1,1,Free,Roncq
0,1,1,Orange,Roost-Warendin
1,1,0,Orange,Mouvaux
1,1,1,Orange,Montigny-Lengrain
1,1,1,SFR,Montigny-Lengrain
1,1,1,Bouygues,Montigny-Lengrain
0,1,0,Free,Montigny-Lengrain
1,1,1,SFR,Roncq
0,1,0,Free,Roncq
1,1,0,Orange,Naves
1,1,1,SFR,Naves
1,1,1,Bouygues,Naves
1,1,0,Orange,Cabrerolles
1,1,1,SFR,Aubičre
1,1,1,Bouygues,Aubičre
1,1,1,Orange,Pont-ŕ-Marcq
1,1,0,SFR,Pont-ŕ-Marcq
1,1,1,Bouygues,Pont-ŕ-Marcq
0,1,1,Free,Pont-ŕ-Marcq
0,1,0,Orange,Sin-le-Noble
0,1,1,Orange,Port-Vendres
1,1,1,SFR,Port-Vendres
1,1,0,Orange,Roncq
0,1,0,SFR,Roncq
1,1,0,Orange,Halluin
0,1,1,SFR,Riom
1,1,1,SFR,Riom
1,1,1,Bouygues,Riom
1,1,0,SFR,Sin-le-Noble
1,1,1,Orange,Villeneuve-d'Ascq
1,1,1,SFR,Villeneuve-d'Ascq
1,1,1,Bouygues,Villeneuve-d'Ascq
0,1,1,Free,Villeneuve-d'Ascq
1,1,1,Orange,Cazouls-lčs-Béziers
1,1,1,SFR,Cazouls-lčs-Béziers
1,1,1,Bouygues,Cazouls-lčs-Béziers
0,1,1,Free,Pougues-les-Eaux
0,1,0,Orange,Camplong
1,1,0,SFR,Camplong
1,1,0,SFR,Villeneuve-d'Ascq
0,1,0,Bouygues,Villeneuve-d'Ascq
0,1,1,Free,Aubičre
0,1,0,Bouygues,Douai
0,0,0,Orange,Riom
0,1,1,Free,Riom
1,1,1,Orange,Tourcoing
1,1,1,SFR,Tourcoing
0,1,1,Free,Tourcoing
1,1,1,Orange,Cébazat
1,1,1,SFR,Cébazat
0,1,1,Free,Cébazat
0,0,0,Orange,Ménétrol
0,1,0,Orange,Ménétrol
0,0,0,Orange,Villeneuve-d'Ascq
0,0,0,Orange,Lezennes
0,1,1,Orange,Villeneuve-d'Ascq
1,1,1,SFR,Lezennes
0,1,0,Orange,Roncq
1,1,1,Orange,Mouvaux
1,0,0,Orange,Narbonne
1,1,0,Orange,Varennes-Vauzelles
0,1,0,Orange,Autręches
1,1,0,SFR,Autręches
0,1,0,Free,Autręches
1,1,1,Orange,Fretin
1,1,0,SFR,Fretin
0,1,1,Free,Fretin
0,1,1,Orange,Tourcoing
0,1,1,Orange,Roncq
1,0,0,SFR,Tourcoing
1,0,0,SFR,Roncq
1,1,1,Bouygues,Tourcoing
1,1,0,SFR,Tourcoing
1,1,0,SFR,Mouvaux
1,1,1,Bouygues,Mouvaux
0,1,1,Free,Mouvaux
1,1,1,Orange,Fournels
1,1,1,Orange,Coulombs-en-Valois
1,1,0,SFR,Coulombs-en-Valois
1,1,1,Orange,Jouy-le-Châtel
1,0,0,Orange,Saint-Menoux
1,1,1,Orange,Le Crest
0,1,1,Free,Le Crest
1,1,1,Orange,Râches
1,1,1,Orange,Nevers
1,1,1,Bouygues,Nevers
0,1,1,Free,Nevers
1,1,1,Orange,Banyuls-sur-Mer
1,1,0,Bouygues,Banyuls-sur-Mer
0,1,0,Free,Riom
1,1,1,Orange,Bersée
1,1,1,Bouygues,Bersée
0,1,1,Free,Bersée
1,1,1,Orange,Saint-Loup-d'Ordon
0,1,0,SFR,Villeneuve-d'Ascq
0,1,0,Orange,Nevers
0,1,0,SFR,Nevers
1,1,1,Orange,Croix
1,1,0,SFR,Wasquehal
1,1,0,SFR,Croix
1,1,1,Bouygues,Croix
0,1,1,Free,Croix
1,1,1,Orange,Bugnicourt
1,1,0,SFR,Bugnicourt
1,1,0,Bouygues,Bugnicourt
0,1,1,Free,Bugnicourt
1,1,1,Orange,Saint-Pierre-le-Moűtier
1,1,1,Orange,Guesnain
1,1,1,Bouygues,Guesnain
0,1,1,Free,Guesnain
1,1,1,Orange,Vermand
1,1,1,SFR,Vermand
1,1,1,Bouygues,Vermand
1,0,0,Orange,Campagnac
0,1,0,Orange,Campagnac
1,1,0,SFR,Campagnac
1,1,0,Bouygues,Campagnac
0,1,0,Free,Campagnac
1,1,1,Orange,Ménétrol
1,1,1,SFR,Ménétrol
1,1,1,Bouygues,Ménétrol
0,1,1,Free,Ménétrol
0,1,1,Free,Halluin
1,1,1,Orange,Vinneuf
1,1,1,SFR,Vinneuf
1,1,1,Bouygues,Vinneuf
0,1,1,Orange,Maureilhan
0,1,1,Orange,Béziers
1,1,1,SFR,Maureilhan
1,1,1,SFR,Béziers
1,1,1,Bouygues,Maureilhan
1,1,1,Bouygues,Béziers
1,1,0,Orange,Port-Vendres
1,1,0,Orange,Noyant-d'Allier
1,1,0,SFR,Noyant-d'Allier
1,1,0,Bouygues,Noyant-d'Allier
0,1,0,Free,Noyant-d'Allier
0,1,0,SFR,Tourcoing
1,1,1,Orange,Mons-en-Montois
1,1,1,SFR,Mons-en-Montois
1,1,0,Bouygues,Mons-en-Montois
0,1,1,Orange,Halluin
0,1,1,Orange,Neuville-en-Ferrain
1,1,1,Orange,Neuville-en-Ferrain
1,1,0,SFR,Neuville-en-Ferrain
1,1,1,Bouygues,Neuville-en-Ferrain
1,1,1,Orange,La Ferté-sous-Jouarre
1,1,0,SFR,La Ferté-sous-Jouarre
1,1,0,Bouygues,La Ferté-sous-Jouarre
0,1,1,Free,La Ferté-sous-Jouarre
1,1,1,Orange,Fleury
1,1,1,SFR,Fleury
1,1,1,Bouygues,Fleury
0,1,1,Free,Fleury
1,1,1,Orange,Varennes-Vauzelles
0,1,0,Free,Nevers
0,1,0,Free,Varennes-Vauzelles
1,1,1,Orange,Gonnelieu
1,1,1,Orange,Pérignat-lčs-Sarličve
0,1,0,Orange,Clermont-Ferrand
1,0,0,Orange,Vieillespesse
1,1,1,SFR,Vieillespesse
1,1,1,Bouygues,Vieillespesse
1,1,1,Orange,Nissan-lez-Enserune
1,1,1,SFR,Nissan-lez-Enserune
1,1,1,Bouygues,Nissan-lez-Enserune
1,1,0,Orange,Gannat
1,1,1,SFR,Gannat
1,1,1,Bouygues,Gannat
1,1,1,Orange,Gerzat
1,1,1,SFR,Gerzat
1,1,1,Bouygues,Gerzat
0,1,1,Orange,Montady
0,1,0,Orange,Varennes-Vauzelles
1,1,1,SFR,Varennes-Vauzelles
1,1,1,Bouygues,Varennes-Vauzelles
0,1,1,Free,Varennes-Vauzelles
1,1,1,SFR,Croix
1,1,0,Orange,Tourcoing
0,1,0,Free,Tourcoing
0,1,0,Orange,Fondamente
0,1,0,Free,Fondamente
0,0,1,Orange,Villeneuve-d'Ascq
1,1,0,Orange,Cressanges
1,1,1,SFR,Cressanges
1,1,1,Bouygues,Cressanges
0,1,1,Free,Cressanges
1,1,0,Bouygues,Tourcoing
1,1,0,Orange,Gruissan
0,1,1,Orange,Roubaix
0,1,0,Orange,Fluquičres
1,1,1,Orange,Roubaix
1,1,1,SFR,Roubaix
1,1,1,Bouygues,Roubaix
0,1,1,Free,Roubaix
1,0,1,Orange,Tourcoing
1,1,1,Orange,Lallaing
1,1,1,Orange,Sainghin-en-Mélantois
1,1,0,Orange,Charny Orée de Puisaye
1,1,0,SFR,Charny Orée de Puisaye
1,1,0,Bouygues,Charny Orée de Puisaye
1,1,1,Orange,Tugny-et-Pont
1,1,0,SFR,Banyuls-sur-Mer
1,1,1,Bouygues,Banyuls-sur-Mer
0,1,0,Free,Banyuls-sur-Mer
1,1,0,Orange,Apchat
1,1,0,SFR,Apchat
0,1,0,Free,Apchat
1,1,0,Orange,Guesnain
0,1,0,SFR,Guesnain
1,1,1,SFR,Nevers
1,1,0,Orange,Roubaix
1,1,0,Orange,Massegros Causses Gorges
1,1,0,SFR,Massegros Causses Gorges
1,1,0,Bouygues,Massegros Causses Gorges
0,1,0,Free,Massegros Causses Gorges
1,1,0,Orange,Colombiers
1,1,1,SFR,Colombiers
1,1,1,Bouygues,Colombiers
1,1,1,Orange,Sainte-Aulde
1,1,0,Orange,Fontaine-Notre-Dame
1,1,0,Orange,Fleury
1,1,0,Bouygues,Fleury
0,1,0,Free,Fleury
1,1,0,Orange,Maison-Rouge
1,1,1,SFR,Maison-Rouge
1,1,1,Bouygues,Maison-Rouge
1,1,1,SFR,Neuville-en-Ferrain
0,1,0,Free,Neuville-en-Ferrain
1,0,0,Bouygues,Villeneuve-d'Ascq
1,1,1,Orange,Murviel-lčs-Béziers
1,1,1,SFR,Murviel-lčs-Béziers
1,1,1,Bouygues,Murviel-lčs-Béziers
1,1,1,Orange,Cappelle-en-Pévčle
1,1,0,SFR,Cappelle-en-Pévčle
1,0,0,Bouygues,Tourcoing
0,1,0,SFR,Roubaix
0,1,1,Orange,Croix
1,1,0,Orange,Aubigny-au-Bac
1,1,0,Orange,Marolles-en-Brie
1,1,1,SFR,Marolles-en-Brie
1,1,1,Bouygues,Marolles-en-Brie
0,1,1,Free,Marolles-en-Brie
1,1,0,Orange,Sainte-Colombe-des-Bois
1,1,0,SFR,Sainte-Colombe-des-Bois
0,1,0,Free,Sainte-Colombe-des-Bois
1,1,0,Orange,Magny-Cours
0,1,0,Orange,Magny-Cours
1,0,0,Bouygues,Roubaix
1,1,1,SFR,Lallaing
0,1,1,Free,Lallaing
1,1,0,Orange,Laversine
1,1,0,SFR,Laversine
1,1,0,Bouygues,Laversine
0,1,1,Orange,Nevers
1,1,0,Orange,Charroux
0,1,1,Orange,Lallaing
0,1,1,Free,Gerzat
1,1,1,Orange,Challuy
1,1,1,SFR,Challuy
1,1,1,Bouygues,Challuy
0,1,1,Free,Challuy
1,1,0,SFR,Nevers
1,1,0,Orange,Attilly
1,0,1,SFR,Attilly
1,1,0,Bouygues,Attilly
1,1,1,Orange,Sermoise-sur-Loire
0,1,0,Free,Sermoise-sur-Loire
1,1,1,Orange,Wattrelos
1,1,1,SFR,Wattrelos
0,1,0,Free,Roubaix
1,1,1,Orange,Dhuisy
1,1,0,SFR,Dhuisy
1,1,0,Orange,La Cavalerie
1,0,0,Bouygues,La Cavalerie
1,1,0,Orange,Mézilles
1,1,1,SFR,Banyuls-sur-Mer
0,1,1,Free,Banyuls-sur-Mer
1,1,1,Orange,Aulnat
1,1,1,Orange,Donzy
1,1,0,Orange,Raillencourt-Sainte-Olle
1,1,0,Orange,Sailly-lez-Cambrai
1,1,0,SFR,Raillencourt-Sainte-Olle
1,1,0,SFR,Sailly-lez-Cambrai
1,1,0,Orange,Ciez
1,1,0,SFR,Ciez
0,1,0,Free,Ciez
1,1,1,Orange,Lewarde
1,1,1,Bouygues,Wattrelos
0,1,1,Free,Wattrelos
1,1,0,Orange,Cerbčre
1,1,1,Orange,Cournon-d'Auvergne
0,1,0,Orange,Morsain
1,1,0,SFR,Morsain
0,1,0,Free,Morsain
0,1,1,Orange,Montigny-en-Ostrevent
0,1,0,Orange,Saint-Beauzire
1,1,1,Orange,Flines-lez-Raches
1,1,1,Orange,Flavy-le-Martel
1,1,0,SFR,Flavy-le-Martel
1,1,0,Orange,Flines-lez-Raches
1,1,1,SFR,Flines-lez-Raches
1,0,0,Bouygues,Flines-lez-Raches
0,1,1,Free,Flines-lez-Raches
1,1,0,Orange,Ambleny
1,1,0,SFR,Ambleny
1,1,0,Bouygues,Ambleny
0,1,0,Free,Ambleny
1,1,1,Orange,Saint-Parize-le-Châtel
1,1,1,SFR,Saint-Parize-le-Châtel
1,1,1,Bouygues,Saint-Parize-le-Châtel
1,1,1,Orange,Templeuve-en-Pévčle
1,1,1,SFR,Templeuve-en-Pévčle
0,1,0,Orange,Fontaine-Notre-Dame
1,1,1,Bouygues,Fontaine-Notre-Dame
0,1,1,Free,Fontaine-Notre-Dame
1,1,1,Orange,Lignan-sur-Orb
1,1,1,SFR,Lignan-sur-Orb
1,1,1,Bouygues,Lignan-sur-Orb
1,1,1,Orange,Forest-sur-Marque
1,1,1,Orange,Pecquencourt
0,1,0,SFR,Pecquencourt
1,1,1,Bouygues,Pecquencourt
0,1,1,Free,Pecquencourt
1,0,1,Orange,Roubaix
1,1,0,SFR,Roubaix
1,1,0,Orange,Wattrelos
1,1,1,Orange,Hem
1,1,1,Bouygues,Hem
1,1,0,Orange,Murlin
1,1,0,SFR,Murlin
0,1,0,Free,Murlin
1,1,0,Orange,Villeret
1,1,1,Orange,Bouvines
0,1,0,SFR,Bouvines
1,1,0,Orange,Coulanges-lčs-Nevers
1,1,0,Orange,Nevers
0,1,1,Free,Coulanges-lčs-Nevers
1,1,1,Orange,Raillencourt-Sainte-Olle
1,1,1,Orange,Lys-lez-Lannoy
0,1,0,Free,Hem
0,1,0,Free,Lys-lez-Lannoy
1,1,1,Orange,Guérigny
1,1,1,Orange,Lespignan
1,1,1,SFR,Lespignan
1,1,1,Orange,Ognes
1,1,1,Orange,Le Cendre
1,1,1,Orange,Cerbčre
1,1,1,SFR,Cerbčre
1,1,1,Bouygues,Cerbčre
0,1,0,Free,Cerbčre
1,1,1,Orange,Chenoise-Cucharmoy
1,0,0,SFR,Chenoise-Cucharmoy
1,0,0,Bouygues,Chenoise-Cucharmoy
1,1,1,Orange,Urzy
0,1,0,Orange,Ruynes-en-Margeride
0,1,0,SFR,Ruynes-en-Margeride
1,1,0,Bouygues,Ruynes-en-Margeride
0,1,1,Free,Ruynes-en-Margeride
1,1,1,Orange,Proville
1,1,0,Bouygues,Proville
0,1,1,Free,Proville
0,1,1,Orange,Pecquencourt
1,1,1,Orange,Chéreng
1,1,1,Orange,Gruson
1,1,1,SFR,Chéreng
1,1,1,SFR,Gruson
1,1,1,Bouygues,Chéreng
1,1,1,Bouygues,Gruson
1,1,1,Orange,Masny
1,1,1,Orange,Lempdes
1,1,1,SFR,Lempdes
1,1,1,Bouygues,Lempdes
0,1,1,Free,Lempdes
1,1,1,Orange,Gannat
1,1,0,SFR,Gannat
0,1,1,Free,Gannat
0,1,1,Orange,Wattrelos
0,1,1,Bouygues,Wattrelos
0,1,0,Orange,Fleury
0,1,0,Orange,Lys-lez-Lannoy
1,1,1,SFR,Lys-lez-Lannoy
1,1,0,SFR,Lys-lez-Lannoy
1,1,1,Bouygues,Lys-lez-Lannoy
0,1,1,Free,Lys-lez-Lannoy
1,1,1,Orange,Pont-sur-Yonne
0,1,1,Free,Pont-sur-Yonne
1,1,1,Orange,Précy-sur-Vrin
0,1,0,Orange,Cornus
1,1,0,SFR,Cornus
1,1,0,Bouygues,Cornus
0,1,0,Free,Cornus
1,1,1,Orange,Masničres
1,1,1,Orange,Chauny
1,1,1,SFR,Chauny
1,1,1,Bouygues,Chauny
0,1,1,Free,Chauny
1,1,1,Orange,Montreuil-aux-Lions
0,1,1,Free,Montreuil-aux-Lions
1,1,1,Orange,Méry-sur-Marne
0,1,0,Orange,Méry-sur-Marne
1,1,1,Orange,Saint-Siméon
1,1,0,Orange,Blesle
1,1,0,SFR,Blesle
0,1,0,Free,Blesle
1,1,0,Orange,Lempdes
0,1,1,Orange,Neuville-Saint-Rémy
1,1,0,SFR,Wattrelos
1,1,1,Orange,Monchecourt
1,1,0,Bouygues,Monchecourt
0,1,1,Orange,Cournon-d'Auvergne
1,1,1,SFR,Cournon-d'Auvergne
1,1,1,Bouygues,Cournon-d'Auvergne
0,1,0,Orange,Selens
1,1,0,SFR,Selens
0,1,0,Free,Selens
0,1,0,Orange,Corcy
1,1,0,SFR,Corcy
0,1,0,Free,Corcy
1,1,1,Orange,Subligny
1,0,0,Orange,Tresnay
1,1,1,Bouygues,Tresnay
0,1,1,Orange,Chauny
1,1,0,Orange,Lys-lez-Lannoy
0,1,0,Orange,Longpont
1,1,0,SFR,Longpont
0,1,0,Free,Longpont
1,0,0,Orange,Massiac
1,1,1,SFR,Massiac
1,1,1,Bouygues,Massiac
0,1,1,Orange,Sailly-lez-Lannoy
1,1,1,Orange,Genech
0,1,1,Orange,Corneilhan
1,1,1,Orange,Toufflers
1,1,1,Orange,Leers
1,1,1,SFR,Leers
0,1,1,Free,Leers
1,1,0,Orange,Leers
1,1,0,SFR,Pecquencourt
1,1,1,Orange,Tilloy-lez-Cambrai
1,1,0,Bouygues,Tilloy-lez-Cambrai
0,1,1,Free,Tilloy-lez-Cambrai
1,1,0,Orange,Béziers
0,1,1,Free,Béziers
1,1,1,Orange,Cambrai
0,0,1,Orange,Vred
1,1,0,Orange,Laurens
1,1,1,SFR,Laurens
1,1,1,Bouygues,Laurens
1,1,1,Orange,Féchain
1,1,0,Orange,Toufflers
0,1,1,Orange,Cambrai
0,1,1,Free,Cambrai
1,1,1,Orange,Saint-Loup-de-Naud
1,1,1,Orange,Collemiers
1,1,1,Orange,Francilly-Selency
0,1,0,Orange,Toufflers
1,1,1,SFR,Toufflers
1,1,1,Bouygues,Toufflers
0,1,1,Free,Toufflers
1,1,1,Orange,Baisieux
1,1,1,Bouygues,Baisieux
0,1,0,Free,Baisieux
1,1,0,Orange,Marigny
1,1,1,Orange,Cysoing
1,1,1,Orange,Puimisson
1,1,1,SFR,Puimisson
1,1,1,Bouygues,Puimisson
1,1,1,Orange,Willems
1,1,1,Bouygues,Willems
1,1,1,Orange,Ennezat
1,1,1,SFR,Ennezat
1,1,1,Bouygues,Ennezat
0,1,1,Free,Ennezat
1,1,1,Orange,Marigny-en-Orxois
1,0,0,Bouygues,Marigny-en-Orxois
1,1,1,Orange,Rebais
1,1,1,Orange,Les Ormes-sur-Voulzie
0,1,1,Free,Les Ormes-sur-Voulzie
1,1,0,Orange,Le Rozier
1,1,1,Orange,Béziers
0,0,0,Orange,Béziers
0,1,0,Bouygues,Béziers
1,1,1,Orange,Orchies
1,1,1,Bouygues,Orchies
1,1,1,Orange,Auberchicourt
0,1,1,Free,Auberchicourt
1,1,0,Orange,Saint-Martin-du-Tertre
1,1,1,SFR,Saint-Martin-du-Tertre
1,1,1,Bouygues,Saint-Martin-du-Tertre
0,0,1,Orange,Willems
1,1,1,Orange,Montpensier
0,1,1,Free,Montpensier
1,1,1,Orange,Viry-Noureuil
1,1,0,Orange,Chappes
1,1,1,Orange,Saint-Éloi
0,1,0,Orange,Massegros Causses Gorges
1,1,1,Orange,Vendres
0,1,1,Free,Vendres
1,1,0,SFR,Cambrai
1,1,1,Orange,Sépeaux-Saint Romain
1,1,1,Orange,Bruille-lez-Marchiennes
1,1,1,Orange,Aniche
1,1,1,Orange,Les Rues-des-Vignes
1,1,0,SFR,Les Rues-des-Vignes
0,1,1,Orange,Bouvignies
0,1,0,Orange,Épagny
1,1,0,SFR,Épagny
0,1,0,Free,Épagny
0,1,0,Orange,Camphin-en-Pévčle
1,1,0,Orange,Val d'Arcomie
1,1,1,Orange,Mousseaux-lčs-Bray
1,1,0,SFR,Mousseaux-lčs-Bray
1,1,0,Bouygues,Mousseaux-lčs-Bray
1,1,0,Orange,Azy-le-Vif
1,1,0,SFR,Azy-le-Vif
0,1,0,Free,Azy-le-Vif
1,1,1,Orange,Treigny-Perreuse-Sainte-Colombe
0,1,1,Free,Treigny-Perreuse-Sainte-Colombe
1,0,1,Orange,Parent
1,1,1,SFR,Parent
1,1,1,Bouygues,Parent
1,1,0,Orange,Châteauneuf-Val-de-Bargis
1,1,0,SFR,Châteauneuf-Val-de-Bargis
1,1,0,Bouygues,Châteauneuf-Val-de-Bargis
0,1,1,Free,Châteauneuf-Val-de-Bargis
1,1,1,Orange,Sinceny
1,1,0,Bouygues,Cambrai
1,1,1,Orange,Bourghelles
1,0,0,SFR,Bourghelles
1,1,1,Bouygues,Bourghelles
1,1,1,SFR,Aniche
1,1,1,Bouygues,Aniche
0,1,1,Free,Aniche
1,1,0,Orange,Chaudun
1,1,1,SFR,Chaudun
1,1,1,Bouygues,Chaudun
1,1,1,Orange,Beton-Bazoches
0,1,1,Orange,Escaud?uvres
1,0,0,SFR,Escaud?uvres
0,1,1,Orange,Baisieux
1,1,1,Orange,Vic-le-Comte
1,1,1,SFR,Vic-le-Comte
1,1,1,Bouygues,Vic-le-Comte
1,1,0,Orange,Cambrai
1,1,0,Orange,Champs
0,1,0,Orange,Béziers
1,1,0,Orange,Wannehain
1,1,0,SFR,Wannehain
1,1,0,Orange,Toury-sur-Jour
1,1,0,SFR,Toury-sur-Jour
0,1,0,Free,Toury-sur-Jour
0,1,0,Orange,Priez
1,1,0,SFR,Priez
0,1,0,Free,Priez
0,1,1,Orange,Saint-Quentin
1,1,1,SFR,Saint-Quentin
1,1,1,Bouygues,Saint-Quentin
1,1,0,Orange,Niergnies
1,1,0,Orange,Entrains-sur-Nohain
1,1,0,SFR,Entrains-sur-Nohain
0,1,0,Free,Entrains-sur-Nohain
1,1,0,Orange,Orchies
0,1,0,Free,Béziers
1,1,1,Orange,Saint-Julien-du-Sault
1,1,1,Orange,Camphin-en-Pévčle
1,1,0,SFR,Camphin-en-Pévčle
1,1,0,Bouygues,Camphin-en-Pévčle
1,1,1,Orange,Chambezon
1,1,0,Orange,Colméry
1,1,0,SFR,Colméry
0,1,0,Free,Colméry
1,1,1,Orange,Marquette-en-Ostrevant
1,1,0,Orange,Dompierre-sur-Ničvre
1,1,0,SFR,Dompierre-sur-Ničvre
1,1,0,Bouygues,Dompierre-sur-Ničvre
0,1,0,Free,Dompierre-sur-Ničvre
1,1,1,Orange,Escaud?uvres
1,1,0,Bouygues,Escaud?uvres
1,1,1,Orange,Pont-du-Château
1,1,1,SFR,Pont-du-Château
1,1,1,Bouygues,Pont-du-Château
0,1,1,Free,Pont-du-Château
1,1,0,SFR,Béziers
1,0,0,Orange,Le Buisson
0,1,1,SFR,Le Buisson
1,1,1,Bouygues,Le Buisson
0,1,0,Free,Saint-Quentin
1,1,1,Orange,Issoire
1,0,0,Bouygues,Issoire
0,1,1,Free,Issoire
0,1,1,Orange,Issoire
1,1,1,SFR,Issoire
1,1,1,Bouygues,Issoire
1,1,0,Orange,Mennessis
1,1,1,Orange,Michery
1,1,0,Orange,Menestreau
1,1,0,SFR,Menestreau
