2G,3G,4G,Operateur,result_city
1,1,1,Orange,Pontorson
1,1,1,Orange,Servon-sur-Vilaine
1,1,1,SFR,Servon-sur-Vilaine
1,1,1,Bouygues,Servon-sur-Vilaine
1,1,1,Orange,Joué-sur-Erdre
0,1,0,Free,Joué-sur-Erdre
1,1,1,SFR,Arcachon
1,1,1,Bouygues,Arcachon
1,1,1,Orange,La Meilleraye-de-Bretagne
1,1,0,Orange,Val-Couesnon
1,0,0,Bouygues,Val-Couesnon
1,1,1,Orange,Rivedoux-Plage
1,1,1,SFR,Rivedoux-Plage
1,1,1,Bouygues,Rivedoux-Plage
0,1,0,Free,Rivedoux-Plage
1,1,0,Bouygues,Arcachon
1,1,0,Orange,La Chaize-le-Vicomte
1,1,1,Orange,Lacanau
1,1,1,SFR,Lacanau
1,1,1,Bouygues,Lacanau
1,1,0,Orange,Lacanau
1,1,0,Orange,Dolus-d'Oléron
1,1,0,Bouygues,Dolus-d'Oléron
1,1,0,Orange,Hosta
1,1,0,SFR,Hosta
1,1,0,Bouygues,Hosta
0,1,0,Free,Hosta
1,1,0,Orange,L'Aiguillon-la-Presqu'île
1,1,1,Orange,Bréhal
1,1,0,SFR,Bréhal
1,0,0,Orange,La Teste-de-Buch
0,1,1,Free,La Teste-de-Buch
0,1,1,Orange,La Teste-de-Buch
1,1,1,Orange,Cauneille
0,0,0,Orange,Lessay
1,1,0,Orange,Saint-Sauveur-le-Vicomte
0,1,0,Free,Lacanau
0,1,0,Orange,Herm
0,1,0,Free,Herm
1,1,0,Orange,La Bouëxičre
1,1,1,SFR,La Bouëxičre
1,1,1,Bouygues,La Bouëxičre
0,1,1,Free,La Bouëxičre
1,1,0,Orange,Rives de l'Yon
0,1,0,Free,Rives de l'Yon
1,1,1,SFR,La Ferričre
1,1,0,Orange,Saint-Jean-des-Champs
0,1,0,Free,Arcachon
1,1,1,Orange,Chauché
1,1,0,Orange,Saint-Pierre-Langers
0,1,1,Orange,Domagné
1,1,0,Orange,Châteaubriant
1,1,1,SFR,Châteaubriant
1,1,1,Bouygues,Châteaubriant
1,1,1,Orange,Saint-Paul-lčs-Dax
0,1,1,Free,Saint-Paul-lčs-Dax
1,1,0,Orange,Montaigu-Vendée
1,1,1,Orange,Le Loroux-Bottereau
1,1,1,Orange,Pontenx-les-Forges
1,1,1,SFR,Pontenx-les-Forges
1,1,1,Bouygues,Pontenx-les-Forges
1,1,1,Orange,Moisdon-la-Rivičre
1,1,1,SFR,Moisdon-la-Rivičre
1,1,1,Bouygues,Moisdon-la-Rivičre
0,1,1,Free,Moisdon-la-Rivičre
1,1,0,Orange,Le Grand-Village-Plage
1,1,0,Orange,Digosville
1,1,0,SFR,Digosville
1,1,1,SFR,Ligné
1,1,1,Bouygues,Ligné
0,1,1,Free,Ligné
1,1,1,Bouygues,Gouville-sur-Mer
0,1,1,Free,Gouville-sur-Mer
1,1,0,Orange,Quettreville-sur-Sienne
1,1,1,Bouygues,Quettreville-sur-Sienne
1,1,1,Orange,Le Pallet
1,1,1,Orange,Lessay
0,1,0,Free,La Teste-de-Buch
1,1,1,Orange,Herm
1,0,0,Bouygues,Herm
1,1,1,Orange,Châteaubriant
0,1,1,Free,Châteaubriant
1,1,0,Orange,Saint-Joseph
1,1,1,Orange,Dax
1,1,1,Orange,Piré-Chancé
1,1,1,Orange,Divatte-sur-Loire
1,1,1,SFR,Divatte-sur-Loire
1,1,1,Bouygues,Divatte-sur-Loire
0,1,1,Free,Divatte-sur-Loire
1,1,0,Orange,Sartilly-Baie-Bocage
1,1,0,Bouygues,Sartilly-Baie-Bocage
1,1,1,Orange,Montaigu-Vendée
1,1,1,SFR,Montaigu-Vendée
1,1,1,Bouygues,Montaigu-Vendée
1,1,0,Orange,Le Château-d'Oléron
0,1,1,Free,Le Château-d'Oléron
1,1,0,Orange,Divatte-sur-Loire
1,1,1,Orange,Châteaubourg
0,1,0,Free,Châteaubourg
0,1,0,Orange,Retiers
1,1,1,Bouygues,Retiers
1,1,0,Orange,Taller
1,1,0,SFR,Taller
1,1,0,Bouygues,Taller
0,1,0,Free,Taller
1,1,1,Orange,Carcans
1,1,0,SFR,Carcans
1,1,1,Bouygues,Carcans
0,1,1,Free,Carcans
1,1,0,Orange,Saint-Michel-en-l'Herm
1,1,1,Bouygues,Saint-Michel-en-l'Herm
1,1,0,Orange,La Chapelle-Heulin
1,0,0,SFR,La Chapelle-Heulin
1,1,1,Orange,Arčs
1,1,1,SFR,Arčs
1,1,1,Bouygues,Arčs
1,1,1,Orange,Saint-Palais
1,1,0,Orange,Saint-Aubin-du-Cormier
1,1,1,SFR,Saint-Aubin-du-Cormier
1,1,1,Bouygues,Saint-Aubin-du-Cormier
0,0,1,Orange,Lesperon
1,1,1,Bouygues,Lesperon
1,1,0,Orange,Saint-Paul-lčs-Dax
1,1,1,SFR,Saint-Paul-lčs-Dax
1,1,1,Bouygues,Saint-Paul-lčs-Dax
1,1,1,Orange,Saint-Trojan-les-Bains
1,1,1,SFR,Saint-Trojan-les-Bains
1,1,1,Bouygues,Saint-Trojan-les-Bains
0,1,0,Orange,Lesperon
1,1,1,SFR,Lesperon
1,1,0,Orange,Les Brouzils
0,1,1,Free,Les Brouzils
0,1,0,Orange,Dax
1,1,1,SFR,Dax
1,1,1,Bouygues,Dax
0,0,0,Orange,Saint-Marc-le-Blanc
1,1,1,Orange,La Chaize-le-Vicomte
1,1,1,SFR,La Chaize-le-Vicomte
1,1,1,Bouygues,La Chaize-le-Vicomte
0,1,1,Free,La Chaize-le-Vicomte
1,1,1,Orange,Retiers
0,1,0,Orange,Saint-Paul-lčs-Dax
0,1,1,Free,Dax
1,1,1,Orange,La Bretonničre-la-Claye
1,1,1,Orange,Orée d'Anjou
1,1,1,Orange,Gorges
1,1,0,SFR,Gorges
1,1,1,Bouygues,Gorges
1,1,0,Orange,Pagolle
1,1,0,SFR,Pagolle
1,1,0,Bouygues,Pagolle
0,1,0,Free,Pagolle
1,1,1,Orange,Le Château-d'Oléron
0,1,1,Orange,Dax
1,1,0,Orange,Bretteville
0,1,1,Orange,Arčs
0,1,1,Free,Arčs
0,1,1,Orange,Les Mathes
0,1,1,Free,Montaigu-Vendée
0,1,0,Orange,Lacanau
1,1,0,Orange,Gujan-Mestras
1,1,0,Orange,La Rochelle
1,1,1,SFR,La Rochelle
1,1,1,Bouygues,La Rochelle
1,1,1,Orange,Gujan-Mestras
1,0,0,Bouygues,Saint-Paul-lčs-Dax
0,1,1,Free,Gujan-Mestras
1,1,1,Orange,Le Landreau
1,1,0,SFR,Le Landreau
1,0,0,Bouygues,Le Landreau
1,1,0,Orange,Rives-du-Couesnon
1,1,1,Orange,Erbray
0,1,1,Free,Erbray
1,1,1,Orange,Coutances
1,1,1,Orange,Clisson
1,1,1,Bouygues,Clisson
0,1,1,Free,Clisson
1,1,1,Orange,Les Mathes
1,1,0,Bouygues,Coutances
1,1,1,Orange,Bretteville
0,1,0,Orange,Parentis-en-Born
1,1,1,Orange,Vendays-Montalivet
1,1,1,Orange,Parentis-en-Born
1,1,1,SFR,Parentis-en-Born
1,1,1,Bouygues,Parentis-en-Born
0,1,1,Free,Parentis-en-Born
1,1,0,Orange,Valognes
1,1,0,Orange,Saint-Didier
1,1,1,SFR,Saint-Didier
1,1,1,Bouygues,Saint-Didier
1,1,0,Bouygues,Saint-Didier
1,1,1,SFR,Les Mathes
1,1,1,Bouygues,Les Mathes
0,1,1,Free,Les Mathes
1,1,1,Orange,Mouzillon
1,1,1,Orange,Hourtin
1,1,1,Bouygues,Hourtin
1,1,1,Orange,Andernos-les-Bains
1,1,1,SFR,Andernos-les-Bains
1,1,1,Bouygues,Andernos-les-Bains
1,1,1,Orange,Cérences
1,1,1,Orange,Valognes
1,1,1,Orange,Vallet
1,1,0,SFR,Vallet
1,1,1,Orange,Cugand
0,1,1,Orange,Louvigné-de-Bais
1,1,0,SFR,Coutances
0,1,1,Free,Coutances
1,1,0,Orange,Onesse-Laharie
1,1,0,Orange,Riaillé
1,1,1,SFR,Riaillé
1,1,1,Bouygues,Riaillé
1,1,1,Orange,Mareuil-sur-Lay-Dissais
1,1,1,SFR,Mareuil-sur-Lay-Dissais
1,1,1,Bouygues,Mareuil-sur-Lay-Dissais
0,1,1,Free,Mareuil-sur-Lay-Dissais
1,1,0,Orange,Soulac-sur-Mer
1,1,1,SFR,Soulac-sur-Mer
1,1,1,Bouygues,Soulac-sur-Mer
0,1,0,SFR,Gujan-Mestras
1,1,1,Orange,Sanguinet
1,1,1,SFR,Sanguinet
1,1,1,Bouygues,Sanguinet
1,1,1,Orange,Saint-Cricq-du-Gave
1,1,1,SFR,Saint-Cricq-du-Gave
1,1,1,Bouygues,Saint-Cricq-du-Gave
1,1,0,Orange,La Meurdraquičre
1,1,0,SFR,La Meurdraquičre
1,1,0,Bouygues,La Meurdraquičre
0,1,0,Free,La Meurdraquičre
1,1,0,Orange,Narrosse
1,1,0,Bouygues,Narrosse
0,1,0,Free,Narrosse
1,1,1,Orange,La Rochelle
0,1,1,Free,La Rochelle
1,1,1,Orange,Essarts en Bocage
1,1,0,SFR,Essarts en Bocage
1,1,0,Bouygues,Essarts en Bocage
1,1,0,Orange,Île-d'Aix
1,1,0,Orange,Martigné-Ferchaud
0,1,1,Orange,Lanton
1,1,0,Orange,Orée d'Anjou
1,1,0,SFR,Orée d'Anjou
1,1,0,Orange,La Tremblade
1,1,1,SFR,La Tremblade
1,1,1,Bouygues,La Tremblade
1,1,1,Orange,Soulac-sur-Mer
1,1,0,Orange,Teillé
1,1,1,SFR,Teillé
1,1,1,Bouygues,Teillé
1,1,0,Bouygues,Valognes
0,1,1,Free,Valognes
1,1,1,Orange,Pouillon
1,1,0,SFR,Andernos-les-Bains
1,1,1,Orange,La Tremblade
0,1,0,Free,La Tremblade
1,1,1,Orange,Nieul-sur-Mer
0,1,0,Free,Nieul-sur-Mer
1,1,1,Orange,Cornillé
0,1,0,Free,Cornillé
1,1,0,SFR,Saint-Didier
1,1,1,Orange,Onesse-Laharie
1,1,1,SFR,Onesse-Laharie
1,1,1,Bouygues,Onesse-Laharie
0,1,0,Free,Onesse-Laharie
1,1,1,Orange,La Haye-Pesnel
1,0,0,Orange,Naujac-sur-Mer
1,0,0,Orange,Saint-Jean-sur-Vilaine
1,1,1,Bouygues,Orée d'Anjou
0,1,1,Orange,Gujan-Mestras
1,1,1,Bouygues,Gujan-Mestras
1,1,0,Orange,Avranches
0,1,0,Bouygues,La Rochelle
1,1,0,Orange,Chavagnes-en-Paillers
1,1,0,SFR,Chavagnes-en-Paillers
1,1,0,Orange,Rion-des-Landes
1,1,0,SFR,Rion-des-Landes
1,1,0,Bouygues,Rion-des-Landes
0,1,0,Free,Rion-des-Landes
1,0,0,Orange,Soulac-sur-Mer
0,1,1,Free,Soulac-sur-Mer
0,0,0,Orange,Carcans
1,1,0,Orange,Tamerville
1,1,0,Orange,Juilley
1,1,0,Orange,Pontaubault
1,1,1,Orange,Le Teich
1,1,1,SFR,Le Teich
1,1,1,Bouygues,Le Teich
1,1,1,Orange,Avranches
0,1,1,Free,Avranches
1,1,1,Orange,Treize-Septiers
1,1,1,SFR,Treize-Septiers
1,1,1,Bouygues,Treize-Septiers
1,1,1,Orange,Maen Roch
0,1,1,Free,Lacanau
1,1,1,Orange,Périers
1,1,1,SFR,Périers
1,1,1,Bouygues,Périers
1,1,0,Bouygues,Orée d'Anjou
0,1,0,Free,Orée d'Anjou
0,1,0,Orange,Onesse-Laharie
1,0,0,Orange,Onesse-Laharie
1,1,0,SFR,Onesse-Laharie
1,1,0,Bouygues,Onesse-Laharie
1,1,0,Orange,Lagord
0,1,1,Free,Lagord
1,1,1,Orange,Grayan-et-l'Hôpital
1,1,1,SFR,Grayan-et-l'Hôpital
1,1,1,Bouygues,Grayan-et-l'Hôpital
1,1,1,Orange,Saint-Palais-sur-Mer
1,1,0,Orange,Chauché
1,1,1,SFR,Chauché
1,1,1,SFR,Nieul-sur-Mer
1,1,1,Bouygues,Nieul-sur-Mer
0,1,1,Free,Nieul-sur-Mer
1,1,1,Orange,Arvert
1,1,1,SFR,Arvert
1,1,1,Bouygues,Arvert
1,1,1,Orange,Lanton
1,1,1,SFR,Lanton
1,1,1,Bouygues,Lanton
0,1,0,Orange,Avranches
1,1,0,Orange,Téthieu
0,1,1,Free,Téthieu
1,1,1,Orange,Luçon
1,1,0,Orange,Picauville
1,1,1,Orange,Beauchamps
1,1,1,Orange,Saint-Senier-sous-Avranches
1,1,0,SFR,Saint-Senier-sous-Avranches
0,1,1,Free,Saint-Senier-sous-Avranches
1,1,1,Orange,Sauveterre-de-Béarn
1,1,0,Orange,Lanton
1,1,1,Orange,Saint-James
1,1,1,SFR,Saint-James
1,1,1,Bouygues,Saint-James
1,1,1,Orange,Saint-Sauveur-des-Landes
0,1,1,Orange,Luçon
1,0,0,Orange,Saint-Aubin-des-Landes
1,0,0,SFR,Saint-Aubin-des-Landes
1,1,0,Orange,Oraŕs
1,1,1,Orange,La Bruffičre
1,1,1,SFR,Saint-Palais-sur-Mer
1,1,1,Bouygues,Saint-Palais-sur-Mer
1,1,1,Orange,Mésanger
0,1,1,Free,Mésanger
1,1,1,Orange,Marennes-Hiers-Brouage
0,1,1,Free,Marennes-Hiers-Brouage
1,1,0,Orange,Combourtillé
1,1,0,Bouygues,Combourtillé
0,1,0,Free,Combourtillé
1,1,1,Orange,Les Portes du Coglais
1,1,0,Orange,Hourtin
1,1,1,Orange,Montebourg
1,1,0,SFR,Montebourg
0,1,0,Free,Montebourg
1,1,1,Orange,Le Verdon-sur-Mer
1,1,0,Orange,Luçon
1,1,0,Orange,Lüe
1,1,0,SFR,Lüe
1,1,0,Bouygues,Lüe
0,1,0,Free,Lüe
1,1,1,Orange,Saint-Pierre-Église
0,1,1,Free,Saint-Pierre-Église
1,1,1,Orange,Aytré
1,1,1,SFR,Aytré
1,1,1,Bouygues,Aytré
1,1,1,Orange,Salies-de-Béarn
1,1,1,SFR,Salies-de-Béarn
1,1,1,Bouygues,Salies-de-Béarn
0,1,1,Free,Aytré
1,1,1,Orange,Saint-Martin-des-Noyers
0,1,0,Free,Saint-Martin-des-Noyers
1,1,1,Orange,Ancenis-Saint-Géréon
1,1,0,SFR,Ancenis-Saint-Géréon
1,1,1,Bouygues,Ancenis-Saint-Géréon
0,1,1,Free,Ancenis-Saint-Géréon
1,1,0,Orange,Camprond
1,1,1,SFR,Camprond
1,1,1,Bouygues,Camprond
0,1,1,Free,Camprond
1,0,0,Orange,Hourtin
1,1,0,Orange,Champagné-les-Marais
0,1,1,Free,Salies-de-Béarn
1,1,1,Orange,Bournezeau
1,1,1,Orange,Audenge
1,1,1,SFR,Audenge
1,1,1,Bouygues,Audenge
0,1,1,Free,Audenge
1,1,0,Orange,Vendays-Montalivet
1,1,1,Bouygues,Vendays-Montalivet
0,1,1,Orange,Torcé
1,1,1,Orange,Marsilly
1,1,1,SFR,Marsilly
1,1,1,Bouygues,Marsilly
0,1,0,Free,Marsilly
1,1,0,Orange,Hinx
1,1,1,SFR,Hinx
1,1,1,Bouygues,Hinx
1,1,1,Orange,Saint-Fulgent
1,1,1,Bouygues,Saint-Fulgent
0,1,1,Free,Saint-Fulgent
1,1,1,Orange,Solférino
1,1,0,Orange,Saint-Xandre
0,1,1,Free,Saint-Xandre
1,1,0,Orange,Saint-Denis-le-Gast
0,1,1,Free,Saint-Denis-le-Gast
1,1,1,Orange,Puilboreau
0,1,0,Free,Puilboreau
0,1,0,Orange,Périgny
1,0,0,Orange,Mios
1,1,1,SFR,Mios
1,1,1,Bouygues,Mios
1,1,1,Orange,Saint-Vivien-de-Médoc
1,1,0,Orange,Périgny
1,1,0,Orange,Sčvremoine
1,1,0,SFR,Sčvremoine
1,1,0,Orange,Aytré
1,1,0,Orange,Angoulins
0,1,1,SFR,Angoulins
1,1,0,Orange,Essarts en Bocage
1,1,0,Orange,Etchebar
1,1,0,SFR,Etchebar
1,1,0,Bouygues,Etchebar
0,1,0,Free,Etchebar
1,1,1,Orange,Vaux-sur-Mer
1,1,1,SFR,Vaux-sur-Mer
1,1,1,Bouygues,Vaux-sur-Mer
0,1,1,Free,Vaux-sur-Mer
1,1,1,Orange,Fouras
1,1,1,SFR,Fouras
1,1,1,Bouygues,Fouras
0,1,1,Free,Fouras
0,1,1,Orange,Aytré
1,1,1,Orange,Périgny
1,1,1,SFR,Périgny
1,1,1,Bouygues,Périgny
0,1,1,Free,Périgny
0,1,1,Orange,Puyoô
1,1,1,Orange,Châtelaillon-Plage
1,1,1,Bouygues,Châtelaillon-Plage
1,0,0,Orange,Le Verdon-sur-Mer
1,1,1,Orange,Biganos
0,1,0,Free,Biganos
1,1,1,Orange,Pontonx-sur-l'Adour
1,1,1,SFR,Pontonx-sur-l'Adour
1,1,1,Bouygues,Pontonx-sur-l'Adour
1,0,0,Orange,Pocé-les-Bois
1,1,1,Orange,Salles-sur-Mer
1,1,1,SFR,Salles-sur-Mer
0,1,0,Free,Salles-sur-Mer
1,1,1,Orange,La Guerche-de-Bretagne
1,1,1,SFR,La Guerche-de-Bretagne
1,1,1,Bouygues,La Guerche-de-Bretagne
0,1,1,Free,La Guerche-de-Bretagne
1,1,1,Orange,Vallons-de-l'Erdre
1,1,0,Orange,Le Parc
1,1,0,Orange,Ducey-Les Chéris
1,1,1,SFR,Ducey-Les Chéris
1,1,1,Bouygues,Ducey-Les Chéris
1,1,1,Orange,Sainte-Pexine
1,1,1,Bouygues,Sainte-Pexine
1,1,1,Orange,Breuillet
1,1,0,SFR,Breuillet
1,1,1,Orange,Montpinchon
1,1,0,Orange,Quettehou
1,1,1,Orange,Queyrac
0,1,1,Free,Queyrac
1,1,1,Orange,Royan
1,1,1,SFR,Royan
1,0,0,Bouygues,Royan
1,1,0,Orange,La Chapelle-Glain
1,1,0,Orange,Saumos
1,1,0,SFR,Saumos
1,1,0,Bouygues,Saumos
0,1,0,Free,Saumos
1,1,0,Orange,Charron
1,1,1,Orange,Ombrée d'Anjou
1,1,1,SFR,Ombrée d'Anjou
1,1,1,Bouygues,Ombrée d'Anjou
1,1,1,Orange,La Jarne
1,1,1,Orange,Ychoux
1,0,1,Orange,Vensac
1,1,1,Orange,Rion-des-Landes
1,1,0,Orange,Le Temple
1,1,1,Orange,Dompierre-sur-Mer
1,1,1,SFR,Dompierre-sur-Mer
1,1,1,Bouygues,Dompierre-sur-Mer
0,1,1,Free,Royan
1,0,0,Orange,Vitré
1,1,1,SFR,Vitré
1,1,1,Bouygues,Vitré
0,1,0,Free,Vitré
1,1,0,Orange,Tocqueville
1,1,1,Orange,Morcenx-la-Nouvelle
1,1,1,SFR,Morcenx-la-Nouvelle
1,1,1,Bouygues,Morcenx-la-Nouvelle
1,1,0,Orange,Vitré
1,1,0,SFR,Vitré
1,0,0,Bouygues,Vitré
1,1,1,Orange,Sainte-Mčre-Église
1,1,1,Orange,Les Landes-Genusson
1,1,0,Orange,Roquiague
1,1,0,SFR,Roquiague
1,1,0,Bouygues,Roquiague
0,1,0,Free,Roquiague
1,1,1,Orange,Saint-Just-Luzac
1,1,1,SFR,Saint-Just-Luzac
1,1,1,Bouygues,Saint-Just-Luzac
0,1,1,Orange,Étrelles
1,1,0,Orange,Saint-Laurent-de-la-Prée
1,0,0,Orange,Lanton
1,1,1,Orange,Vitré
1,1,1,Orange,Saint-Jean-de-Beugné
1,1,0,SFR,Saint-Jean-de-Beugné
1,1,1,Orange,Lécousse
0,1,1,Free,Lécousse
1,1,1,Bouygues,Royan
1,1,0,Orange,Mesnard-la-Barotičre
0,1,0,Free,Mesnard-la-Barotičre
1,1,0,Orange,Tilh
1,1,1,Orange,Saint-Georges-de-Didonne
1,1,0,SFR,Saint-Georges-de-Didonne
1,1,0,Bouygues,Saint-Georges-de-Didonne
1,1,1,Orange,Labouheyre
1,1,0,SFR,Labouheyre
1,1,1,Bouygues,Labouheyre
0,1,0,Orange,Sainte-Hélčne
0,1,0,Free,Sainte-Hélčne
1,1,1,Orange,Mios
1,1,1,Orange,Remilly Les Marais
1,1,0,Orange,Montrevault-sur-Čvre
0,1,1,Free,Vitré
0,1,0,Orange,Soubise
1,1,0,Orange,Gaillan-en-Médoc
1,1,0,Orange,Beaupréau-en-Mauges
1,1,0,SFR,Beaupréau-en-Mauges
1,1,1,Bouygues,Beaupréau-en-Mauges
1,1,0,Orange,Villedieu-les-Poęles-Rouffigny
1,1,0,SFR,Villedieu-les-Poęles-Rouffigny
1,1,1,Orange,Fougčres
1,1,0,Orange,Balazé
1,1,1,Orange,Nalliers
1,1,0,Orange,Vair-sur-Loire
1,1,0,SFR,Vair-sur-Loire
1,1,1,Orange,Quettehou
0,1,1,Free,Quettehou
1,1,0,Orange,Salles-Mongiscard
1,1,0,SFR,Salles-Mongiscard
1,1,0,Bouygues,Salles-Mongiscard
0,1,1,Free,Salles-Mongiscard
1,1,0,Orange,Chantonnay
1,1,1,SFR,Chantonnay
1,1,1,Bouygues,Chantonnay
0,1,1,Free,Chantonnay
1,1,1,Orange,Sčvremoine
1,1,1,Orange,Argentré-du-Plessis
1,1,1,SFR,Argentré-du-Plessis
1,1,1,Bouygues,Argentré-du-Plessis
0,1,1,Free,Argentré-du-Plessis
1,1,0,Orange,Le Pin
1,1,1,SFR,Le Pin
1,1,1,Bouygues,Le Pin
0,1,0,Free,Le Pin
1,1,0,Orange,Biganos
1,1,1,SFR,Biganos
1,1,1,Bouygues,Biganos
1,1,0,Orange,Carentan-les-Marais
1,1,1,Orange,Carantilly
1,1,1,Orange,Isigny-le-Buat
1,1,1,SFR,Isigny-le-Buat
1,1,1,Bouygues,Isigny-le-Buat
1,1,0,Orange,Saint-Michel-de-la-Roë
1,1,0,SFR,Saint-Michel-de-la-Roë
1,1,0,Bouygues,Saint-Michel-de-la-Roë
0,1,0,Free,Saint-Michel-de-la-Roë
1,1,0,Orange,Mouchamps
1,1,1,SFR,Mouchamps
1,1,1,Bouygues,Mouchamps
0,1,1,Free,Mouchamps
1,1,0,Orange,Bégaar
1,1,1,SFR,Bégaar
1,1,1,Bouygues,Bégaar
1,1,1,Orange,Villedieu-les-Poęles-Rouffigny
1,1,1,Orange,Brach
1,1,1,Orange,Narp
0,1,1,Free,Lanton
0,1,1,Orange,Chantonnay
0,1,1,Orange,Carentan-les-Marais
1,1,1,Orange,Anneville-en-Saire
1,1,1,Orange,Montfort-en-Chalosse
1,1,0,Orange,Mios
1,1,1,Orange,Carentan-les-Marais
1,1,0,Bouygues,Carentan-les-Marais
0,1,1,Free,Carentan-les-Marais
1,1,0,Orange,La Réorthe
1,1,0,SFR,La Réorthe
0,1,1,Orange,Meschers-sur-Gironde
1,0,0,Orange,Meschers-sur-Gironde
1,1,1,SFR,Meschers-sur-Gironde
1,1,1,Bouygues,Meschers-sur-Gironde
0,1,1,Free,Meschers-sur-Gironde
1,1,0,Orange,Chaillé-les-Marais
1,1,1,Orange,La Selle-en-Luitré
1,1,1,Orange,Liposthey
1,1,1,SFR,Liposthey
1,1,1,Bouygues,Liposthey
1,1,0,Orange,Ombrée d'Anjou
1,1,1,Orange,Gennes-sur-Seiche
1,0,0,Orange,Saint-Aubin-des-Ormeaux
1,1,1,Orange,La Gaubretičre
1,1,1,SFR,La Gaubretičre
1,1,1,Bouygues,La Gaubretičre
0,1,1,Free,La Gaubretičre
1,1,1,Orange,Salles
0,1,0,Orange,Médis
1,1,0,SFR,Médis
1,1,1,Orange,Beaupréau-en-Mauges
1,1,1,SFR,Beaupréau-en-Mauges
1,1,0,Orange,Rochefort
1,1,1,Orange,Rochefort
1,1,1,SFR,Rochefort
1,1,1,Bouygues,Rochefort
0,1,1,Free,Rochefort
1,0,0,Orange,Congrier
1,1,1,SFR,Congrier
1,1,1,Bouygues,Congrier
0,1,1,Orange,Lesparre-Médoc
1,1,0,SFR,Lesparre-Médoc
1,1,1,Bouygues,Lesparre-Médoc
1,1,0,Orange,Luitré-Dompierre
1,0,0,Orange,Les Herbiers
1,1,1,Orange,Beslon
1,1,0,SFR,Beslon
1,1,0,Orange,Chérencé-le-Héron
1,1,0,SFR,Chérencé-le-Héron
1,1,0,Bouygues,Chérencé-le-Héron
0,1,0,Free,Chérencé-le-Héron
1,1,1,Orange,Saint-Bočs
1,1,1,SFR,Saint-Bočs
1,1,1,Bouygues,Saint-Bočs
0,1,1,Free,Saint-Bočs
1,1,1,Orange,Chantonnay
1,1,0,SFR,Chantonnay
1,1,0,Orange,Challain-la-Potherie
1,1,0,Orange,Commensacq
1,1,0,SFR,Commensacq
1,1,0,Bouygues,Commensacq
0,1,0,Free,Commensacq
1,1,1,Orange,Les Herbiers
1,1,1,SFR,Les Herbiers
1,1,1,Bouygues,Les Herbiers
0,1,1,Free,Les Herbiers
1,1,0,Orange,Lesparre-Médoc
0,1,0,Free,Lesparre-Médoc
1,0,0,Bouygues,Rochefort
1,1,1,Orange,Échillais
1,0,0,SFR,Échillais
1,1,0,Bouygues,Échillais
0,1,1,Free,Échillais
1,0,0,Orange,Erbrée
1,1,0,Orange,Breuil-Magné
1,1,0,Orange,Landéan
1,1,1,Orange,Marans
1,1,1,SFR,Marans
1,1,1,Bouygues,Marans
1,1,0,Bouygues,Marans
0,1,1,Free,Marans
1,0,0,Orange,Tartas
1,1,1,Orange,Saint-Agnant
1,1,1,SFR,Saint-Agnant
1,1,1,Bouygues,Saint-Agnant
1,1,0,Orange,Beylongue
1,1,0,SFR,Beylongue
1,1,0,Bouygues,Beylongue
0,1,0,Free,Beylongue
0,1,1,Free,Salles
1,1,0,Orange,Longčves
1,1,1,SFR,Longčves
1,1,1,Bouygues,Longčves
0,1,1,Free,Longčves
1,1,0,Orange,Fontaine-Couverte
1,1,1,SFR,Fontaine-Couverte
1,1,1,Bouygues,Fontaine-Couverte
1,1,1,Orange,Saint-Brice-de-Landelles
1,1,1,Orange,Brécey
1,1,1,Orange,Tartas
1,1,1,SFR,Tartas
1,1,1,Bouygues,Tartas
1,1,0,Orange,Saint-Germain-d'Esteuil
1,1,1,Orange,Castetnau-Camblong
1,1,1,Bouygues,Castetnau-Camblong
0,1,1,Orange,Brielles
1,1,1,Orange,Orthez
1,1,1,SFR,Orthez
1,1,1,Bouygues,Orthez
0,1,1,Free,Orthez
1,1,1,Orange,Arette
1,1,1,SFR,Arette
1,1,1,Bouygues,Arette
1,1,1,Orange,Saujon
1,1,1,SFR,Saujon
1,1,1,Bouygues,Saujon
0,1,0,Free,Salles
1,1,0,Orange,Les Herbiers
1,1,0,Orange,La Romagne
1,1,1,Orange,Semussac
1,1,1,Orange,Canisy
1,1,0,Bouygues,Canisy
1,1,0,SFR,Les Herbiers
1,1,0,Orange,Mondevert
1,1,0,Orange,Percy-en-Normandie
0,1,1,Free,Percy-en-Normandie
1,1,1,Orange,Renazé
1,1,1,SFR,Renazé
1,1,1,Bouygues,Renazé
1,1,1,Orange,Marcheprime
1,1,1,SFR,Marcheprime
1,1,1,Bouygues,Marcheprime
0,1,1,Free,Marcheprime
1,1,1,Orange,Louvigné-du-Désert
1,1,1,Orange,Montrevault-sur-Čvre
1,1,0,Orange,Thčreval
1,0,0,Orange,Saint-Jean-d'Illac
1,1,1,SFR,Saint-Jean-d'Illac
1,1,1,Orange,Loireauxence
1,1,1,Orange,Champagne
1,1,0,Orange,Cissac-Médoc
1,1,1,Orange,Aigrefeuille-d'Aunis
1,1,1,Bouygues,Saint-Jean-d'Illac
0,1,1,Free,Saint-Jean-d'Illac
1,1,1,Orange,Sainte-Hélčne
1,1,1,Orange,Chanverrie
1,1,1,Bouygues,Chanverrie
0,1,1,Free,Chanverrie
1,1,0,Orange,Saugnac-et-Muret
1,1,1,Orange,Gaujacq
0,0,0,Orange,Sainte-Marie-du-Mont
